1/19/1997 16:30,1/19/1997 0:44,286,44,33,0,0.8,286,not a halo cme,18,TRUE,FALSE,Only C2,,
1/20/1997 9:31,1/20/1997 5:31,281,72,175,237,-3.3,285,not a halo cme,7,TRUE,TRUE,,,
1/21/1997 6:30,1/21/1997 5:24,275,32,353,0,24.1,281,not a halo cme,8,TRUE,TRUE,,,
1/22/1997 13:30,1/22/1997 12:55,121,94,224,122,6.2,126,not a halo cme,6,TRUE,TRUE,,,
1/23/1997 7:30,1/23/1997 3:41,107,19,152,142,0.6,112,not a halo cme,7,TRUE,TRUE,,,
1/24/1997 4:30,1/23/1997 23:48,85,42,113,136,-2.1,88,not a halo cme,7,TRUE,TRUE,,,
2/1/1997 1:37,1/31/1997 23:19,95,59,218,182,4.1,96,not a halo cme,5,TRUE,TRUE,,,
2/2/1997 5:50,2/2/1997 3:07,102,47,221,287,-8.3,108,not a halo cme,5,TRUE,TRUE,,,
2/2/1997 10:30,2/2/1997 4:52,279,36,168,165,0.2,273,not a halo cme,4,TRUE,TRUE,,,
2/4/1997 18:10,2/4/1997 16:20,93,59,340,225,15,97,not a halo cme,5,TRUE,TRUE,,,
2/5/1997 3:30,2/4/1997 22:56,228,58,108,115,-0.7,234,not a halo cme,8,TRUE,FALSE,Only C2,,
2/7/1997 0:30,2/7/1997 0:45,Halo,360,490,270,14.3,266,halo cme,7,TRUE,TRUE,,,
2/8/1997 9:30,2/8/1997 7:37,258,10,206,61,18,262,not a halo cme,7,TRUE,TRUE,,,
2/8/1997 18:30,2/8/1997 13:17,289,8,158,270,-26.7,281,not a halo cme,3,TRUE,TRUE,Only 3 points,,
2/8/1997 18:30,2/8/1997 13:17,325,2,379,248,18.2,320,not a halo cme,3,TRUE,TRUE,,,
2/8/1997 21:30,2/8/1997 17:58,259,18,177,128,3.9,261,not a halo cme,7,TRUE,TRUE,,,
2/8/1997 23:30,0000-00-00 00:00:00,325,2,----,----,------,322,not a halo cme,1,TRUE,FALSE,Only 1 points, Only C2, Unable to measure
2/12/1997 7:30,2/12/1997 5:44,297,39,208,125,4.5,292,not a halo cme,13,TRUE,TRUE,,,
2/20/1997 2:30,2/19/1997 22:09,303,43,132,125,0.9,305,not a halo cme,9,TRUE,FALSE,Only C2,,
2/22/1997 23:30,2/22/1997 21:26,234,134,290,367,-3.8,271,partial halo cme,10,TRUE,TRUE,Partial Halo,,
2/23/1997 2:55,2/23/1997 2:21,82,90,905,933,-4.3,63,not a halo cme,6,TRUE,TRUE,,,
2/24/1997 11:30,2/24/1997 4:38,267,66,123,107,0.9,263,not a halo cme,8,TRUE,TRUE,,,
2/25/1997 10:30,2/25/1997 4:51,103,29,128,179,-5.1,106,not a halo cme,7,TRUE,TRUE,,,
2/26/1997 5:51,2/26/1997 1:15,275,25,170,126,5.1,283,not a halo cme,4,TRUE,TRUE,,,
2/26/1997 10:30,2/26/1997 4:28,48,28,118,93,1.8,50,not a halo cme,8,TRUE,TRUE,,,
3/3/1997 7:35,3/3/1997 4:21,90,58,240,10,101.9,78,not a halo cme,3,TRUE,FALSE,Only 3 points, Only C2,
3/5/1997 22:30,3/5/1997 21:19,313,20,460,485,-7.3,301,not a halo cme,3,TRUE,TRUE,Only 3 points,,
3/6/1997 1:36,3/5/1997 23:13,104,27,301,422,-21.4,101,not a halo cme,4,TRUE,TRUE,,,
3/9/1997 4:30,3/9/1997 4:18,54,146,517,394,8.4,69,partial halo cme,10,TRUE,TRUE,Partial Halo,,
3/11/1997 11:30,3/11/1997 7:07,10,5,125,68,3.6,12,not a halo cme,9,TRUE,TRUE,,,
3/12/1997 12:30,3/12/1997 10:23,260,47,290,314,-1.3,273,not a halo cme,7,TRUE,TRUE,,,
3/17/1997 2:30,3/17/1997 2:06,254,118,443,288,9.3,255,not a halo cme,11,TRUE,TRUE,,,
3/23/1997 15:04,3/22/1997 22:44,268,44,31,27,0.2,269,not a halo cme,9,TRUE,FALSE,Only C2,,
3/24/1997 7:37,3/24/1997 3:56,232,162,140,104,5.2,254,partial halo cme,4,TRUE,TRUE,Partial Halo,,
3/25/1997 22:45,3/25/1997 17:56,87,45,----,----,------,88,not a halo cme,2,TRUE,TRUE,Only 2 points, Unable to measure,
3/26/1997 0:30,3/25/1997 20:38,94,52,173,197,-4.3,84,not a halo cme,3,TRUE,TRUE,Only 3 points,,
3/27/1997 15:05,3/27/1997 5:11,271,70,83,59,3.4,293,not a halo cme,5,TRUE,FALSE,Only C2,,
3/28/1997 18:17,3/28/1997 13:32,112,56,146,152,-0.7,105,not a halo cme,5,TRUE,TRUE,,,
3/31/1997 5:30,3/31/1997 2:14,274,56,225,241,-1.3,266,not a halo cme,4,TRUE,TRUE,,,
4/1/1997 6:22,4/1/1997 4:11,79,68,267,307,-4.8,83,not a halo cme,7,TRUE,TRUE,,,
4/1/1997 15:18,4/1/1997 13:02,74,79,312,331,-2.2,73,not a halo cme,7,TRUE,TRUE,,,
4/2/1997 7:17,4/2/1997 5:18,75,82,367,318,31,84,not a halo cme,3,TRUE,FALSE,Only 3 points, Only C2,
